total_originals_written,source_folder,filename,source_path,output_path,reason
59,ind1,data214.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/sorted data/ind1/data214.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/modified sorted data/ind1/data214.txt,refusal/guardrail wording detected; original email restored
59,ind4,data336.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/sorted data/ind4/data336.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/modified sorted data/ind4/data336.txt,refusal/guardrail wording detected; original email restored
59,ind4,data374.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/sorted data/ind4/data374.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/modified sorted data/ind4/data374.txt,refusal/guardrail wording detected; original email restored
59,ind4,data376.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/sorted data/ind4/data376.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/modified sorted data/ind4/data376.txt,refusal/guardrail wording detected; original email restored
59,ind4,data383.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/sorted data/ind4/data383.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/modified sorted data/ind4/data383.txt,refusal/guardrail wording detected; original email restored
59,ind4,data513.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/sorted data/ind4/data513.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/modified sorted data/ind4/data513.txt,refusal/guardrail wording detected; original email restored
59,ind4,data526.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/sorted data/ind4/data526.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/modified sorted data/ind4/data526.txt,refusal/guardrail wording detected; original email restored
59,ind4,data534.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/sorted data/ind4/data534.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/modified sorted data/ind4/data534.txt,refusal/guardrail wording detected; original email restored
59,ind4,data536.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/sorted data/ind4/data536.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/modified sorted data/ind4/data536.txt,refusal/guardrail wording detected; original email restored
59,ind4,data566.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/sorted data/ind4/data566.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/modified sorted data/ind4/data566.txt,refusal/guardrail wording detected; original email restored
59,ind4,data583.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/sorted data/ind4/data583.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/modified sorted data/ind4/data583.txt,refusal/guardrail wording detected; original email restored
59,ind4,data585.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/sorted data/ind4/data585.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/modified sorted data/ind4/data585.txt,refusal/guardrail wording detected; original email restored
59,ind4,data594.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/sorted data/ind4/data594.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/modified sorted data/ind4/data594.txt,generation blocked or empty; original email written
59,ind4,data597.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/sorted data/ind4/data597.txt,/Users/Grape/Documents/Codex/2026-08-16/why/Agentic Frameworks/modified sorted data/ind4/data597.txt,generation blocked or empty; original email written
