filename,ind1,ind2,ind3,ind4,avg_ind1_ind4,combined,combined_minus_avg_ind
data299.txt,30,30,30,20,27.5,75,47.5
data300.txt,75,30,30,30,41.25,85,43.75
data301.txt,30,30,20,30,27.5,75,47.5
data302.txt,85,85,20,30,55,85,30
data303.txt,30,30,85,75,55,85,30
data304.txt,30,20,75,30,38.75,85,46.25
data305.txt,45,85,85,45,65,85,20
data306.txt,30,85,75,30,55,85,30
data307.txt,30,75,30,30,41.25,85,43.75
data308.txt,30,30,85,70,53.75,85,31.25
data309.txt,30,30,20,85,41.25,85,43.75
data310.txt,75,30,75,30,52.5,95,42.5
data311.txt,70,30,85,45,57.5,85,27.5
data312.txt,20,30,85,85,55,85,30
data313.txt,30,75,30,30,41.25,85,43.75
data314.txt,30,45,30,75,45,85,40
data315.txt,30,30,85,30,43.75,85,41.25
data316.txt,20,15,20,30,21.25,85,63.75
data317.txt,85,30,85,85,71.25,95,23.75
data318.txt,20,65,20,85,47.5,85,37.5
data319.txt,70,30,85,30,53.75,85,31.25
data320.txt,30,20,85,85,55,85,30
data321.txt,85,30,45,30,47.5,85,37.5
data322.txt,20,85,85,85,68.75,85,16.25
data323.txt,30,65,30,85,52.5,85,32.5
data324.txt,75,75,85,30,66.25,85,18.75
data325.txt,65,30,85,85,66.25,85,18.75
data326.txt,20,75,45,65,51.25,85,33.75
data327.txt,30,85,30,30,43.75,85,41.25
data328.txt,75,70,45,30,55,85,30
data329.txt,30,20,20,75,36.25,85,48.75
data330.txt,30,30,30,30,30,75,45
data331.txt,45,85,85,75,72.5,95,22.5
data332.txt,75,30,30,30,41.25,85,43.75
data333.txt,75,75,85,75,77.5,95,17.5
data334.txt,20,30,20,30,25,85,60
data335.txt,30,20,85,70,51.25,85,33.75
data336.txt,30,85,75,75,66.25,95,28.75
data337.txt,30,75,75,20,50,85,35
data338.txt,45,45,30,85,51.25,85,33.75
data339.txt,30,30,30,20,27.5,85,57.5
data340.txt,20,75,85,20,50,85,35
data341.txt,85,85,30,45,61.25,85,23.75
data342.txt,85,30,30,20,41.25,85,43.75
data343.txt,75,85,30,30,55,85,30
data344.txt,75,45,45,30,48.75,85,36.25
data345.txt,30,75,30,30,41.25,85,43.75
data346.txt,30,30,20,30,27.5,70,42.5
data347.txt,30,85,30,85,57.5,95,37.5
data348.txt,20,75,30,85,52.5,85,32.5
data349.txt,85,45,30,85,61.25,85,23.75
data350.txt,75,30,20,65,47.5,85,37.5
data351.txt,85,45,85,30,61.25,95,33.75
data352.txt,30,30,20,30,27.5,85,57.5
data353.txt,20,75,30,75,50,95,45
data354.txt,30,85,45,30,47.5,85,37.5
data355.txt,75,30,30,45,45,85,40
data356.txt,70,30,85,30,53.75,85,31.25
data357.txt,75,75,30,30,52.5,85,32.5
data358.txt,30,30,30,45,33.75,75,41.25
data359.txt,75,30,20,20,36.25,75,38.75
data360.txt,20,30,30,30,27.5,30,2.5
data361.txt,65,30,85,85,66.25,95,28.75
data362.txt,45,30,75,30,45,85,40
data363.txt,30,85,75,30,55,85,30
data364.txt,85,85,30,30,57.5,85,27.5
data365.txt,45,45,30,20,35,75,40
data366.txt,30,20,20,85,38.75,85,46.25
data367.txt,85,30,20,85,55,85,30
data368.txt,20,45,85,20,42.5,85,42.5
data369.txt,20,30,30,75,38.75,85,46.25
data370.txt,85,30,45,30,47.5,85,37.5
data371.txt,70,30,20,85,51.25,85,33.75
data372.txt,30,30,75,30,41.25,85,43.75
data373.txt,20,85,75,15,48.75,85,36.25
data374.txt,85,75,30,85,68.75,95,26.25
data375.txt,85,75,20,30,52.5,85,32.5
data376.txt,75,70,85,65,73.75,95,21.25
data377.txt,20,30,75,20,36.25,75,38.75
data378.txt,85,85,85,65,80,95,15
data379.txt,85,85,20,30,55,85,30
data380.txt,75,30,75,30,52.5,95,42.5
data381.txt,85,30,85,30,57.5,85,27.5
data382.txt,75,85,30,30,55,85,30
data383.txt,45,75,75,85,70,85,15
data384.txt,85,45,30,30,47.5,85,37.5
data385.txt,30,30,85,85,57.5,85,27.5
data386.txt,75,45,85,30,58.75,85,26.25
data387.txt,30,30,85,30,43.75,85,41.25
data388.txt,20,30,20,20,22.5,85,62.5
data389.txt,65,20,30,85,50,85,35
data390.txt,30,85,85,30,57.5,85,27.5
data391.txt,30,30,20,75,38.75,85,46.25
data392.txt,20,20,20,85,36.25,85,48.75
data393.txt,20,30,30,45,31.25,75,43.75
data394.txt,30,85,45,65,56.25,85,28.75
data395.txt,20,85,75,20,50,85,35
data396.txt,85,30,75,20,52.5,85,32.5
data397.txt,30,85,30,75,55,95,40
data398.txt,30,85,30,20,41.25,85,43.75
data399.txt,30,20,75,45,42.5,85,42.5
