filename,ind1,ind2,ind3,ind4,max_ind1_ind4,combined,combined_minus_max_ind
data245.txt,30,30,30,85,85,85,0
data246.txt,75,85,30,30,85,85,0
data247.txt,20,30,85,30,85,85,0
data248.txt,30,30,75,30,75,85,10
data249.txt,85,85,30,45,85,95,10
data250.txt,85,75,30,30,85,95,10
data251.txt,30,85,85,45,85,85,0
data252.txt,30,65,30,65,65,85,20
data253.txt,30,30,20,75,75,85,10
data254.txt,75,45,30,85,85,85,0
data255.txt,30,75,85,45,85,95,10
data256.txt,45,30,85,30,85,85,0
data257.txt,85,30,30,30,85,85,0
data258.txt,30,20,30,20,30,75,45
data259.txt,30,85,20,20,85,75,-10
data260.txt,85,30,30,30,85,95,10
data261.txt,85,75,20,30,85,95,10
data262.txt,85,20,30,85,85,85,0
data263.txt,75,20,85,85,85,95,10
data264.txt,30,30,30,30,30,85,55
data265.txt,65,85,75,65,85,85,0
data266.txt,20,85,30,20,85,85,0
data267.txt,30,30,30,75,75,75,0
data268.txt,30,30,30,45,45,85,40
data269.txt,70,30,85,30,85,85,0
data270.txt,70,85,75,45,85,95,10
data271.txt,20,20,85,30,85,85,0
data272.txt,30,85,75,85,85,95,10
data273.txt,20,30,30,75,75,85,10
data274.txt,30,30,75,70,75,85,10
data275.txt,75,85,75,30,85,85,0
data276.txt,45,85,30,75,85,95,10
data277.txt,85,85,85,85,85,95,10
data278.txt,20,20,75,85,85,85,0
data279.txt,30,85,85,30,85,85,0
data280.txt,20,30,30,85,85,85,0
data281.txt,20,45,75,75,75,85,10
data282.txt,75,45,45,30,75,85,10
data283.txt,30,45,30,85,85,85,0
data284.txt,20,85,30,85,85,95,10
data285.txt,30,75,85,30,85,85,0
data286.txt,85,85,30,75,85,95,10
data287.txt,30,20,85,75,85,85,0
data288.txt,30,30,45,65,65,75,10
data289.txt,20,85,45,30,85,85,0
data290.txt,30,20,75,75,75,85,10
data291.txt,30,20,30,30,30,75,45
data292.txt,85,30,10,85,85,85,0
data293.txt,30,30,30,30,30,85,55
data294.txt,75,30,85,30,85,85,0
data295.txt,30,20,30,85,85,85,0
data296.txt,85,20,20,30,85,85,0
data297.txt,45,65,30,75,75,85,10
data298.txt,30,30,45,85,85,85,0
data299.txt,30,30,30,20,30,75,45
data300.txt,75,30,30,30,75,85,10
data301.txt,30,30,20,30,30,75,45
data302.txt,85,85,20,30,85,85,0
data303.txt,30,30,85,75,85,85,0
data304.txt,30,20,75,30,75,85,10
data305.txt,45,85,85,45,85,85,0
data306.txt,30,85,75,30,85,85,0
data307.txt,30,75,30,30,75,85,10
data308.txt,30,30,85,70,85,85,0
data309.txt,30,30,20,85,85,85,0
data310.txt,75,30,75,30,75,95,20
data311.txt,70,30,85,45,85,85,0
data312.txt,20,30,85,85,85,85,0
data313.txt,30,75,30,30,75,85,10
data314.txt,30,45,30,75,75,85,10
data315.txt,30,30,85,30,85,85,0
data316.txt,20,15,20,30,30,85,55
data317.txt,85,30,85,85,85,95,10
data318.txt,20,65,20,85,85,85,0
data319.txt,70,30,85,30,85,85,0
data320.txt,30,20,85,85,85,85,0
data321.txt,85,30,45,30,85,85,0
data322.txt,20,85,85,85,85,85,0
data323.txt,30,65,30,85,85,85,0
data324.txt,75,75,85,30,85,85,0
data325.txt,65,30,85,85,85,85,0
data326.txt,20,75,45,65,75,85,10
data327.txt,30,85,30,30,85,85,0
data328.txt,75,70,45,30,75,85,10
data329.txt,30,20,20,75,75,85,10
data330.txt,30,30,30,30,30,75,45
data331.txt,45,85,85,75,85,95,10
data332.txt,75,30,30,30,75,85,10
data333.txt,75,75,85,75,85,95,10
data334.txt,20,30,20,30,30,85,55
data335.txt,30,20,85,70,85,85,0
data336.txt,30,85,75,75,85,95,10
data337.txt,30,75,75,20,75,85,10
data338.txt,45,45,30,85,85,85,0
data339.txt,30,30,30,20,30,85,55
data340.txt,20,75,85,20,85,85,0
data341.txt,85,85,30,45,85,85,0
data342.txt,85,30,30,20,85,85,0
data343.txt,75,85,30,30,85,85,0
data344.txt,75,45,45,30,75,85,10
data345.txt,30,75,30,30,75,85,10
data346.txt,30,30,20,30,30,70,40
data347.txt,30,85,30,85,85,95,10
data348.txt,20,75,30,85,85,85,0
data349.txt,85,45,30,85,85,85,0
data350.txt,75,30,20,65,75,85,10
data351.txt,85,45,85,30,85,95,10
data352.txt,30,30,20,30,30,85,55
data353.txt,20,75,30,75,75,95,20
data354.txt,30,85,45,30,85,85,0
data355.txt,75,30,30,45,75,85,10
data356.txt,70,30,85,30,85,85,0
data357.txt,75,75,30,30,75,85,10
data358.txt,30,30,30,45,45,75,30
data359.txt,75,30,20,20,75,75,0
data360.txt,20,30,30,30,30,30,0
data361.txt,65,30,85,85,85,95,10
data362.txt,45,30,75,30,75,85,10
data363.txt,30,85,75,30,85,85,0
data364.txt,85,85,30,30,85,85,0
data365.txt,45,45,30,20,45,75,30
data366.txt,30,20,20,85,85,85,0
data367.txt,85,30,20,85,85,85,0
data368.txt,20,45,85,20,85,85,0
data369.txt,20,30,30,75,75,85,10
data370.txt,85,30,45,30,85,85,0
data371.txt,70,30,20,85,85,85,0
data372.txt,30,30,75,30,75,85,10
data373.txt,20,85,75,15,85,85,0
data374.txt,85,75,30,85,85,95,10
data375.txt,85,75,20,30,85,85,0
data376.txt,75,70,85,65,85,95,10
data377.txt,20,30,75,20,75,75,0
data378.txt,85,85,85,65,85,95,10
data379.txt,85,85,20,30,85,85,0
data380.txt,75,30,75,30,75,95,20
data381.txt,85,30,85,30,85,85,0
data382.txt,75,85,30,30,85,85,0
data383.txt,45,75,75,85,85,85,0
data384.txt,85,45,30,30,85,85,0
data385.txt,30,30,85,85,85,85,0
data386.txt,75,45,85,30,85,85,0
data387.txt,30,30,85,30,85,85,0
data388.txt,20,30,20,20,30,85,55
data389.txt,65,20,30,85,85,85,0
data390.txt,30,85,85,30,85,85,0
data391.txt,30,30,20,75,75,85,10
data392.txt,20,20,20,85,85,85,0
data393.txt,20,30,30,45,45,75,30
data394.txt,30,85,45,65,85,85,0
data395.txt,20,85,75,20,85,85,0
data396.txt,85,30,75,20,85,85,0
data397.txt,30,85,30,75,85,95,10
data398.txt,30,85,30,20,85,85,0
data399.txt,30,20,75,45,75,85,10
