filename,ind1,ind2,ind3,ind4,avg_ind1_ind4,combined,combined_minus_avg_ind
data680.txt,10,10,10,10,10,20,10
data681.txt,10,10,20,10,12.5,10,-2.5
data682.txt,10,20,10,10,12.5,45,32.5
data683.txt,10,20,20,10,15,20,5
data684.txt,10,10,20,10,12.5,10,-2.5
data685.txt,20,10,10,10,12.5,20,7.5
data686.txt,10,10,10,10,10,30,20
data687.txt,10,10,10,10,10,10,0
data688.txt,10,10,10,10,10,15,5
data689.txt,10,10,10,20,12.5,20,7.5
data690.txt,10,10,10,10,10,30,20
data691.txt,10,20,10,10,12.5,30,17.5
data692.txt,10,10,10,10,10,10,0
data693.txt,10,10,10,10,10,15,5
data694.txt,10,10,10,10,10,10,0
data695.txt,10,10,10,10,10,10,0
data696.txt,10,20,10,10,12.5,45,32.5
data697.txt,10,10,10,10,10,10,0
data698.txt,10,10,20,20,15,30,15
data699.txt,10,10,10,10,10,10,0
