scenario #,channel1,channel2,channel3,channel4,final
241,malicious,benign,malicious,malicious,malicious
242,malicious,malicious,malicious,malicious,malicious
243,malicious,malicious,malicious,malicious,malicious
244,malicious,malicious,malicious,malicious,malicious
245,malicious,malicious,malicious,malicious,malicious
246,malicious,malicious,malicious,malicious,malicious
247,malicious,malicious,malicious,malicious,malicious
248,malicious,malicious,malicious,malicious,malicious
249,malicious,malicious,malicious,malicious,malicious
250,malicious,malicious,malicious,malicious,malicious
251,malicious,malicious,malicious,malicious,malicious
252,malicious,malicious,malicious,malicious,malicious
253,malicious,malicious,benign,malicious,malicious
254,malicious,malicious,malicious,malicious,malicious
255,malicious,malicious,malicious,malicious,malicious
256,malicious,malicious,malicious,malicious,malicious
257,malicious,malicious,malicious,malicious,malicious
258,malicious,malicious,malicious,benign,malicious
259,malicious,malicious,malicious,benign,malicious
260,malicious,malicious,malicious,malicious,malicious
261,malicious,malicious,malicious,malicious,malicious
262,malicious,benign,malicious,malicious,malicious
263,malicious,benign,malicious,malicious,malicious
264,malicious,malicious,malicious,malicious,malicious
265,malicious,malicious,malicious,malicious,malicious
266,malicious,malicious,malicious,malicious,malicious
267,malicious,malicious,malicious,malicious,malicious
268,malicious,malicious,malicious,malicious,malicious
269,malicious,malicious,malicious,malicious,malicious
270,malicious,malicious,malicious,malicious,malicious
271,malicious,malicious,malicious,malicious,malicious
272,malicious,malicious,malicious,malicious,malicious
273,malicious,malicious,malicious,malicious,malicious
274,malicious,malicious,malicious,malicious,malicious
275,malicious,malicious,malicious,malicious,malicious
276,malicious,malicious,malicious,malicious,malicious
277,malicious,malicious,malicious,malicious,malicious
278,benign,benign,malicious,malicious,malicious
279,malicious,malicious,malicious,malicious,malicious
280,malicious,malicious,malicious,malicious,malicious
281,malicious,malicious,malicious,malicious,malicious
282,malicious,malicious,malicious,malicious,malicious
283,malicious,malicious,malicious,malicious,malicious
284,benign,malicious,malicious,malicious,malicious
285,malicious,malicious,malicious,malicious,malicious
286,malicious,malicious,malicious,malicious,malicious
287,malicious,malicious,malicious,malicious,malicious
288,malicious,malicious,malicious,malicious,malicious
289,malicious,malicious,malicious,malicious,malicious
290,malicious,malicious,malicious,malicious,malicious
291,malicious,malicious,malicious,malicious,malicious
292,malicious,malicious,benign,malicious,malicious
293,malicious,malicious,malicious,malicious,malicious
294,malicious,malicious,malicious,malicious,malicious
295,malicious,malicious,malicious,malicious,malicious
296,malicious,malicious,benign,malicious,malicious
297,malicious,malicious,malicious,malicious,malicious
298,malicious,malicious,malicious,malicious,malicious
299,malicious,malicious,malicious,malicious,malicious
300,malicious,malicious,malicious,malicious,malicious
301,malicious,malicious,malicious,malicious,malicious
302,malicious,malicious,malicious,malicious,malicious
303,malicious,malicious,malicious,malicious,malicious
304,malicious,benign,malicious,malicious,malicious
305,malicious,malicious,malicious,malicious,malicious
306,malicious,malicious,malicious,malicious,malicious
307,malicious,malicious,malicious,malicious,malicious
308,malicious,malicious,malicious,malicious,malicious
309,malicious,malicious,malicious,malicious,malicious
310,malicious,malicious,malicious,malicious,malicious
311,malicious,malicious,malicious,malicious,malicious
312,malicious,malicious,malicious,malicious,malicious
313,malicious,malicious,malicious,malicious,malicious
314,malicious,malicious,malicious,malicious,malicious
315,malicious,malicious,malicious,malicious,malicious
316,benign,benign,benign,malicious,malicious
317,malicious,malicious,malicious,malicious,malicious
318,malicious,malicious,malicious,malicious,malicious
319,malicious,malicious,malicious,malicious,malicious
320,malicious,malicious,malicious,malicious,malicious
321,malicious,malicious,malicious,malicious,malicious
322,malicious,malicious,malicious,malicious,malicious
323,malicious,malicious,malicious,malicious,malicious
324,malicious,malicious,malicious,malicious,malicious
325,malicious,malicious,malicious,malicious,malicious
326,benign,malicious,malicious,malicious,malicious
327,malicious,malicious,malicious,malicious,malicious
328,malicious,malicious,malicious,malicious,malicious
329,malicious,benign,malicious,malicious,malicious
330,malicious,malicious,malicious,malicious,malicious
331,malicious,malicious,malicious,malicious,malicious
332,malicious,malicious,malicious,malicious,malicious
333,malicious,malicious,malicious,malicious,malicious
334,benign,malicious,benign,malicious,malicious
335,malicious,benign,malicious,malicious,malicious
336,malicious,malicious,malicious,malicious,malicious
337,malicious,malicious,malicious,benign,malicious
338,malicious,malicious,malicious,malicious,malicious
339,malicious,malicious,malicious,malicious,malicious
340,malicious,malicious,malicious,malicious,malicious
341,malicious,malicious,malicious,malicious,malicious
342,malicious,malicious,malicious,malicious,malicious
343,malicious,malicious,malicious,malicious,malicious
344,malicious,malicious,malicious,malicious,malicious
345,malicious,malicious,malicious,malicious,malicious
346,malicious,malicious,malicious,malicious,malicious
347,malicious,malicious,malicious,malicious,malicious
348,benign,malicious,malicious,malicious,malicious
349,malicious,malicious,malicious,malicious,malicious
350,malicious,malicious,benign,malicious,malicious
351,malicious,malicious,malicious,malicious,malicious
352,malicious,malicious,benign,malicious,malicious
353,malicious,malicious,malicious,malicious,malicious
354,malicious,malicious,malicious,malicious,malicious
355,malicious,malicious,malicious,malicious,malicious
356,malicious,malicious,malicious,malicious,malicious
357,malicious,malicious,malicious,malicious,malicious
358,malicious,malicious,malicious,malicious,malicious
359,malicious,malicious,malicious,malicious,malicious
360,benign,malicious,malicious,malicious,malicious
361,malicious,malicious,malicious,malicious,malicious
362,malicious,malicious,malicious,malicious,malicious
363,malicious,malicious,malicious,malicious,malicious
364,malicious,malicious,malicious,malicious,malicious
365,malicious,malicious,malicious,benign,malicious
366,malicious,malicious,benign,malicious,malicious
367,malicious,malicious,benign,malicious,malicious
368,benign,malicious,malicious,benign,malicious
369,benign,malicious,malicious,malicious,malicious
370,malicious,malicious,malicious,malicious,malicious
371,malicious,malicious,malicious,malicious,malicious
372,malicious,malicious,malicious,malicious,malicious
373,benign,malicious,malicious,benign,malicious
374,malicious,malicious,malicious,malicious,malicious
375,malicious,malicious,benign,malicious,malicious
376,malicious,malicious,malicious,malicious,malicious
377,benign,malicious,malicious,benign,malicious
378,malicious,malicious,malicious,malicious,malicious
379,malicious,malicious,benign,malicious,malicious
380,malicious,malicious,malicious,malicious,malicious
381,malicious,malicious,malicious,malicious,malicious
382,malicious,malicious,malicious,malicious,malicious
383,malicious,malicious,malicious,malicious,malicious
384,malicious,malicious,malicious,malicious,malicious
385,malicious,malicious,malicious,malicious,malicious
386,malicious,malicious,malicious,malicious,malicious
387,malicious,malicious,malicious,malicious,malicious
388,malicious,malicious,malicious,benign,malicious
389,malicious,benign,malicious,malicious,malicious
390,malicious,malicious,malicious,malicious,malicious
391,malicious,malicious,malicious,malicious,malicious
392,malicious,malicious,malicious,malicious,malicious
393,benign,malicious,malicious,malicious,malicious
394,malicious,malicious,malicious,malicious,malicious
395,benign,malicious,malicious,malicious,malicious
396,malicious,malicious,malicious,malicious,malicious
397,malicious,malicious,malicious,malicious,malicious
398,malicious,malicious,malicious,benign,malicious
399,malicious,benign,malicious,malicious,malicious
400,benign,benign,benign,benign,malicious
401,benign,benign,benign,benign,malicious
402,benign,benign,benign,benign,benign
403,benign,benign,benign,benign,benign
404,benign,benign,benign,benign,benign
405,benign,benign,benign,benign,benign
406,benign,benign,benign,benign,benign
407,benign,benign,benign,benign,benign
408,benign,benign,benign,benign,malicious
409,benign,benign,benign,benign,benign
410,benign,benign,benign,benign,benign
411,benign,benign,benign,benign,malicious
412,benign,benign,benign,benign,benign
413,benign,benign,benign,benign,benign
414,benign,benign,benign,benign,benign
415,benign,benign,benign,benign,benign
416,benign,benign,benign,benign,benign
417,benign,benign,benign,benign,benign
418,benign,benign,benign,benign,benign
419,benign,benign,benign,benign,malicious
420,benign,benign,benign,benign,benign
421,benign,benign,benign,benign,benign
422,benign,benign,benign,benign,benign
423,benign,benign,benign,benign,malicious
424,benign,benign,benign,benign,benign
425,benign,benign,benign,benign,malicious
426,benign,benign,benign,benign,benign
427,benign,benign,benign,benign,benign
428,benign,benign,benign,benign,malicious
429,benign,benign,benign,benign,benign
430,benign,benign,benign,benign,malicious
431,benign,benign,benign,benign,malicious
432,benign,benign,benign,benign,malicious
433,benign,benign,benign,benign,malicious
434,benign,benign,benign,benign,malicious
435,benign,benign,benign,benign,benign
436,benign,benign,benign,benign,benign
437,benign,benign,benign,benign,malicious
438,benign,benign,benign,benign,malicious
439,benign,benign,benign,benign,malicious
440,benign,benign,benign,benign,malicious
441,benign,benign,benign,benign,benign
442,benign,benign,benign,benign,benign
443,benign,benign,benign,benign,benign
444,benign,benign,benign,benign,benign
445,benign,benign,benign,benign,benign
446,benign,benign,benign,benign,malicious
447,benign,benign,benign,benign,malicious
448,benign,benign,benign,benign,benign
449,benign,benign,benign,benign,malicious
450,benign,benign,benign,benign,malicious
451,benign,benign,benign,benign,benign
452,benign,benign,benign,benign,benign
453,benign,benign,benign,benign,benign
454,benign,benign,benign,benign,benign
455,benign,benign,benign,benign,malicious
456,benign,benign,benign,benign,benign
457,benign,benign,benign,benign,malicious
458,benign,benign,benign,benign,benign
459,benign,benign,benign,benign,benign
460,benign,benign,benign,benign,malicious
461,benign,benign,benign,benign,malicious
462,benign,benign,benign,benign,benign
463,benign,benign,benign,benign,malicious
464,benign,benign,benign,benign,malicious
465,benign,benign,benign,benign,malicious
466,benign,benign,benign,benign,malicious
467,benign,benign,benign,benign,benign
468,benign,benign,benign,benign,benign
469,benign,benign,benign,benign,benign
470,benign,benign,benign,benign,malicious
471,benign,benign,benign,benign,malicious
472,benign,benign,benign,benign,malicious
473,benign,benign,benign,benign,benign
474,benign,benign,benign,benign,benign
475,benign,benign,benign,benign,malicious
476,benign,benign,benign,benign,benign
477,benign,benign,benign,benign,malicious
478,benign,benign,benign,benign,malicious
479,benign,benign,benign,benign,benign
480,benign,benign,benign,benign,malicious
481,benign,benign,benign,benign,benign
482,benign,benign,benign,benign,benign
483,malicious,benign,benign,benign,malicious
484,benign,benign,benign,benign,benign
485,benign,benign,benign,benign,malicious
486,benign,benign,benign,benign,benign
487,benign,benign,benign,benign,malicious
488,benign,benign,benign,benign,benign
489,benign,benign,benign,benign,malicious
490,benign,benign,benign,benign,malicious
491,benign,benign,benign,benign,benign
492,benign,benign,benign,benign,malicious
493,benign,benign,benign,benign,benign
494,benign,benign,benign,benign,benign
495,benign,benign,benign,benign,benign
496,benign,benign,benign,benign,benign
497,benign,benign,benign,benign,benign
498,benign,benign,benign,benign,benign
499,benign,benign,benign,benign,malicious
500,malicious,malicious,malicious,malicious,malicious
501,malicious,malicious,malicious,malicious,malicious
502,malicious,malicious,malicious,malicious,malicious
503,malicious,malicious,malicious,malicious,malicious
504,benign,malicious,malicious,malicious,malicious
505,malicious,malicious,malicious,malicious,malicious
506,malicious,malicious,malicious,malicious,malicious
507,benign,malicious,malicious,malicious,malicious
508,malicious,malicious,malicious,malicious,malicious
509,malicious,malicious,malicious,malicious,malicious
510,malicious,malicious,malicious,malicious,malicious
511,malicious,malicious,malicious,malicious,malicious
512,malicious,malicious,malicious,malicious,malicious
513,malicious,malicious,malicious,malicious,malicious
514,malicious,malicious,malicious,malicious,malicious
515,benign,malicious,malicious,malicious,malicious
516,malicious,malicious,malicious,malicious,malicious
517,malicious,malicious,malicious,malicious,malicious
518,malicious,malicious,malicious,malicious,malicious
519,malicious,malicious,malicious,malicious,malicious
520,malicious,benign,malicious,malicious,malicious
521,malicious,malicious,malicious,malicious,malicious
522,malicious,malicious,malicious,malicious,malicious
523,malicious,malicious,malicious,malicious,malicious
524,malicious,malicious,malicious,malicious,malicious
525,benign,malicious,benign,malicious,malicious
526,malicious,malicious,malicious,malicious,malicious
527,malicious,malicious,malicious,malicious,malicious
528,benign,malicious,malicious,malicious,malicious
529,malicious,malicious,malicious,malicious,malicious
530,malicious,malicious,malicious,benign,malicious
531,malicious,malicious,malicious,malicious,malicious
532,malicious,malicious,malicious,malicious,malicious
533,malicious,malicious,malicious,malicious,malicious
534,malicious,malicious,malicious,malicious,malicious
535,malicious,malicious,malicious,malicious,malicious
536,malicious,malicious,malicious,malicious,malicious
537,malicious,malicious,malicious,malicious,malicious
538,malicious,malicious,malicious,malicious,malicious
539,malicious,malicious,malicious,malicious,malicious
540,malicious,malicious,malicious,malicious,malicious
541,malicious,malicious,malicious,malicious,malicious
542,malicious,malicious,malicious,malicious,malicious
543,malicious,malicious,malicious,malicious,malicious
544,malicious,malicious,malicious,malicious,malicious
545,malicious,malicious,malicious,malicious,malicious
546,malicious,malicious,malicious,malicious,malicious
547,malicious,benign,malicious,malicious,malicious
548,malicious,malicious,malicious,malicious,malicious
549,malicious,benign,malicious,malicious,malicious
550,malicious,malicious,malicious,malicious,malicious
551,malicious,malicious,malicious,malicious,malicious
552,malicious,malicious,malicious,benign,malicious
553,malicious,malicious,benign,malicious,malicious
554,malicious,malicious,malicious,malicious,malicious
555,malicious,malicious,malicious,malicious,malicious
556,malicious,malicious,malicious,benign,malicious
557,malicious,malicious,malicious,malicious,malicious
558,malicious,malicious,malicious,malicious,malicious
559,malicious,malicious,malicious,malicious,malicious
560,malicious,malicious,benign,malicious,malicious
561,malicious,malicious,malicious,benign,malicious
562,malicious,malicious,malicious,benign,malicious
563,malicious,malicious,malicious,malicious,malicious
564,malicious,malicious,malicious,malicious,malicious
565,malicious,malicious,malicious,malicious,malicious
566,malicious,malicious,malicious,malicious,malicious
567,benign,malicious,malicious,malicious,malicious
568,malicious,malicious,benign,malicious,malicious
569,malicious,malicious,malicious,malicious,malicious
570,malicious,malicious,malicious,malicious,malicious
571,malicious,malicious,malicious,benign,malicious
572,malicious,malicious,malicious,malicious,malicious
573,malicious,malicious,malicious,malicious,malicious
574,malicious,benign,malicious,malicious,malicious
575,malicious,malicious,malicious,malicious,malicious
576,malicious,malicious,malicious,malicious,malicious
577,malicious,malicious,malicious,malicious,malicious
578,malicious,malicious,malicious,malicious,malicious
579,malicious,malicious,malicious,malicious,malicious
580,malicious,malicious,malicious,malicious,malicious
581,malicious,malicious,malicious,malicious,malicious
582,benign,malicious,malicious,malicious,malicious
583,malicious,malicious,malicious,malicious,malicious
584,malicious,malicious,malicious,malicious,malicious
585,malicious,malicious,malicious,malicious,malicious
586,malicious,malicious,malicious,malicious,malicious
587,benign,malicious,malicious,malicious,malicious
588,malicious,malicious,malicious,malicious,malicious
589,malicious,malicious,malicious,benign,malicious
590,malicious,malicious,malicious,malicious,malicious
591,malicious,malicious,malicious,malicious,malicious
592,malicious,malicious,malicious,malicious,malicious
593,malicious,benign,benign,benign,malicious
594,malicious,malicious,malicious,malicious,malicious
595,malicious,malicious,malicious,malicious,malicious
596,malicious,malicious,malicious,malicious,malicious
597,malicious,malicious,malicious,malicious,malicious
598,malicious,malicious,malicious,benign,malicious
599,malicious,malicious,malicious,malicious,malicious
600,benign,benign,benign,benign,malicious
601,benign,benign,benign,benign,benign
602,benign,benign,benign,benign,benign
603,benign,benign,benign,benign,malicious
604,benign,benign,benign,benign,malicious
605,benign,benign,benign,benign,benign
606,benign,benign,benign,benign,malicious
607,benign,benign,benign,benign,malicious
608,benign,benign,benign,benign,benign
609,benign,benign,benign,benign,malicious
610,benign,benign,benign,benign,malicious
611,benign,benign,benign,benign,benign
612,benign,benign,benign,benign,malicious
614,benign,benign,benign,benign,benign
615,benign,benign,benign,benign,benign
616,benign,benign,benign,benign,benign
617,benign,benign,benign,benign,benign
618,benign,benign,benign,benign,malicious
619,benign,benign,benign,benign,benign
620,benign,benign,benign,benign,benign
621,benign,benign,benign,benign,benign
622,benign,benign,benign,benign,malicious
623,benign,benign,benign,benign,benign
624,benign,benign,benign,benign,malicious
625,benign,benign,benign,benign,malicious
626,benign,benign,benign,benign,benign
627,benign,benign,benign,benign,malicious
628,benign,benign,benign,benign,malicious
629,benign,benign,benign,benign,benign
630,benign,benign,benign,benign,benign
631,benign,benign,benign,benign,malicious
632,benign,benign,benign,benign,malicious
633,benign,benign,benign,benign,malicious
634,benign,benign,benign,benign,benign
635,benign,benign,benign,benign,benign
636,benign,benign,benign,benign,benign
637,benign,benign,benign,benign,benign
638,benign,benign,benign,benign,benign
639,benign,benign,benign,benign,malicious
640,benign,benign,benign,benign,malicious
641,benign,benign,benign,benign,malicious
642,benign,benign,benign,benign,malicious
643,benign,benign,benign,benign,benign
644,benign,benign,benign,benign,malicious
645,benign,benign,benign,benign,benign
646,benign,benign,benign,benign,benign
647,benign,benign,benign,benign,benign
648,benign,benign,benign,benign,benign
649,benign,benign,benign,benign,benign
650,benign,benign,benign,benign,malicious
651,benign,benign,benign,benign,malicious
652,benign,benign,benign,benign,malicious
653,benign,benign,benign,benign,benign
654,benign,benign,benign,benign,malicious
655,benign,benign,benign,benign,benign
656,benign,benign,benign,benign,benign
657,benign,benign,benign,benign,benign
658,benign,benign,benign,benign,benign
659,benign,benign,benign,benign,benign
660,benign,benign,benign,benign,benign
661,benign,benign,benign,benign,benign
662,benign,benign,benign,benign,malicious
663,benign,benign,benign,benign,benign
664,benign,benign,benign,benign,malicious
665,benign,benign,benign,benign,benign
666,benign,benign,benign,benign,benign
667,benign,benign,benign,benign,benign
668,benign,benign,benign,benign,malicious
669,benign,benign,benign,benign,benign
670,benign,benign,benign,benign,benign
671,benign,benign,malicious,benign,malicious
672,benign,benign,benign,benign,benign
673,benign,benign,benign,benign,malicious
674,benign,benign,benign,benign,benign
675,benign,benign,benign,benign,benign
676,benign,benign,benign,benign,benign
677,benign,benign,benign,benign,benign
678,benign,benign,benign,benign,benign
679,benign,benign,benign,benign,malicious
680,benign,benign,benign,benign,malicious
681,benign,benign,benign,benign,benign
682,benign,benign,benign,benign,malicious
683,benign,benign,benign,benign,benign
684,benign,benign,benign,benign,benign
685,benign,benign,benign,benign,benign
686,benign,benign,benign,benign,malicious
687,benign,benign,benign,benign,benign
688,benign,benign,benign,benign,benign
689,benign,benign,benign,benign,benign
690,benign,benign,benign,benign,malicious
691,benign,benign,benign,benign,malicious
692,benign,benign,benign,benign,benign
693,benign,benign,benign,benign,malicious
694,benign,benign,benign,benign,benign
695,benign,benign,benign,benign,benign
696,benign,benign,benign,benign,malicious
697,benign,benign,benign,benign,benign
698,benign,benign,benign,malicious,malicious
699,benign,benign,benign,benign,benign
