filename,ind1,ind2,ind3,ind4
data381.txt,,,,
data382.txt,,,,
data383.txt,,,,
data384.txt,,,,
data385.txt,,,,
data386.txt,,,,
data387.txt,,,,
data389.txt,,,,
data390.txt,,,,
data391.txt,,,,
data392.txt,,,,
data394.txt,,,,
data395.txt,,,,
data396.txt,,,,
data397.txt,,,,
data398.txt,,,,
data399.txt,,,,
data500.txt,,,,
data501.txt,,,,
data502.txt,,,,
data503.txt,,,,
data504.txt,,,,
data505.txt,,,,
data506.txt,,,,
data507.txt,,,,
data508.txt,,,,
data509.txt,,,,
data510.txt,,,,
data511.txt,,,,
data512.txt,,,,
data513.txt,,,,
data514.txt,,,,
data515.txt,,,,
data516.txt,,,,
data517.txt,,,,
data518.txt,,,,
data519.txt,,,,
data520.txt,,,,
data521.txt,,,,
data522.txt,,,,
data523.txt,,,,
data524.txt,,,,
data525.txt,,,,
data526.txt,,,,
data528.txt,,,,
data529.txt,,,,
data530.txt,,,,
data531.txt,,,,
data532.txt,,,,
data533.txt,,,,
data534.txt,,,,
data535.txt,,,,
data536.txt,,,,
data537.txt,,,,
data540.txt,,,,
data541.txt,,,,
data542.txt,,,,
data543.txt,,,,
data544.txt,,,,
data545.txt,,,,
data546.txt,,,,
data547.txt,,,,
data548.txt,,,,
data549.txt,,,,
data551.txt,,,,
data552.txt,,,,
data554.txt,,,,
data556.txt,,,,
data557.txt,,,,
data559.txt,,,,
data561.txt,,,,
data562.txt,,,,
data563.txt,,,,
data564.txt,,,,
data565.txt,,,,
data566.txt,,,,
data567.txt,,,,
data568.txt,,,,
data570.txt,,,,
data571.txt,,,,
data572.txt,,,,
data573.txt,,,,
data574.txt,,,,
data575.txt,,,,
data576.txt,,,,
data577.txt,,,,
data578.txt,,,,
data579.txt,,,,
data580.txt,,,,
data581.txt,,,,
data582.txt,,,,
data583.txt,,,,
data584.txt,,,,
data585.txt,,,,
data586.txt,,,,
data587.txt,,,,
data589.txt,,,,
data590.txt,,,,
data592.txt,,,,
data593.txt,,,,
data594.txt,,,,
data595.txt,,,,
data596.txt,,,,
data597.txt,,,,
data598.txt,,,,
data599.txt,,,,
